artist_name,song_name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Snakehips,Don't Leave,70,214693,0.657,0.703,1,-3.402,1,0.0753,0.222,0,0.256,0.338,122.381,4
Stanaj,Romantic - NOTD Remix,5,184813,0.748,0.653,8,-7.975,0,0.219,0.209,0,0.237,0.394,104.008,4
Thomas Gold,Magic,53,170502,0.629,0.882,8,-5.231,1,0.0449,0.0502,0.000584,0.0971,0.436,105.004,4
The Weeknd,I Feel It Coming,81,269186,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,4
DVBBS,Not Going Home,8,194960,0.749,0.747,6,-6.457,1,0.121,0.0938,1.17e-05,0.256,0.475,109.063,4
Alok,Hear Me Now,18,192846,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,4
Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),10,177094,0.779,0.671,9,-5.829,1,0.0814,0.153,1.12e-05,0.115,0.718,104.953,4
Luke Christopher,Lot to Learn,69,248337,0.405,0.846,6,-3.57,1,0.195,0.0948,0,0.0666,0.602,82.232,4
Flo Rida,Cake,65,157164,0.786,0.854,2,-4.247,1,0.0523,0.0729,1.63e-06,0.179,0.687,105.078,4
Bebe Rexha,I Got You,68,191811,0.609,0.887,9,-4.749,0,0.0507,0.0504,4.76e-06,0.09,0.316,97.99,4
Olivia Holt,History,71,203992,0.767,0.631,1,-6.762,1,0.0541,0.0997,0,0.119,0.541,100.968,4
G-Eazy,Some Kind Of Drug,71,222466,0.586,0.525,0,-8.968,1,0.498,0.0705,0,0.0729,0.491,126.51,4
Noah Cyrus,Make Me (Cry),70,242081,0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,4
Hearts & Colors,Lighthouse - Andrelli Remix,66,218446,0.595,0.662,11,-6.858,0,0.0362,0.0178,0,0.0804,0.417,96.053,4
Zara Larsson,I Would Like,13,226720,0.486,0.713,2,-3.949,0,0.0524,0.0853,0,0.0839,0.297,121.028,4
Gummy,You Are My Everything (English Version),0,240680,0.343,0.477,6,-5.338,1,0.0371,0.759,0,0.119,0.126,131.932,4
Hailee Steinfeld,Starving - Acoustic,26,181293,0.785,0.254,4,-8.325,1,0.0413,0.61,0,0.118,0.72,99.853,4
Rixton,We All Want The Same Thing,5,225786,0.708,0.714,4,-4.769,0,0.0339,0.123,0,0.122,0.802,116.996,4
Rixton,Hotel Ceiling,12,190706,0.652,0.723,10,-7.709,1,0.0303,0.147,0,0.105,0.495,104.989,4
Rixton,Me And My Broken Heart,18,193826,0.545,0.775,5,-4.325,0,0.0349,0.00636,0,0.192,0.516,174.086,4
Rihanna,Diamonds,19,225200,0.553,0.674,11,-6.057,0,0.045,0.00117,0,0.16,0.369,91.958,4
Gavin James,Nervous - Acoustic,12,250573,0.427,0.127,7,-12.731,1,0.0419,0.964,1.92e-06,0.109,0.259,76.357,4
John Legend,Love Me Now,65,210306,0.416,0.773,8,-3.784,1,0.0949,0.572,0,0.105,0.716,122.65,4
Julia Michaels,Issues,30,176346,0.683,0.427,8,-6.827,1,0.0777,0.368,0,0.0604,0.426,113.634,4
Beyoncé,Halo,80,261640,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,4
James Arthur,Impossible,76,209440,0.376,0.696,0,-4.785,0,0.0949,0.141,0,0.11,0.303,169.515,4
X Ambassadors,Unsteady,25,193546,0.376,0.662,0,-6.124,1,0.057,0.175,0.000691,0.203,0.236,107.209,4
Isaiah,It's Gotta Be You,68,191433,0.322,0.732,8,-4.903,1,0.0442,0.225,0,0.11,0.587,92.132,4
Richard Marx,Right Here Waiting,73,264333,0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.126,177.679,4
Matt Johnson,Beautiful In White,42,240000,0.62,0.278,4,-7.072,1,0.0267,0.836,0,0.121,0.233,129.946,4
Alex & Sierra,Little Do You Know,79,185200,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,4
Hearts & Colors,Can't Help Falling In Love,56,140800,0.365,0.195,1,-10.34,1,0.0283,0.906,0,0.105,0.24,74.721,4
Zac Efron,Gotta Go My Own Way - 『ハイスクール・ミュージカル2』より,33,223360,0.458,0.476,9,-12.074,1,0.0316,0.0847,3.21e-05,0.24,0.324,88.885,4
Adele,Rolling in the Deep,72,228293,0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,4
Maroon 5,Maps,33,189960,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,4
Maroon 5,Animals,32,231013,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,4
Maroon 5,It Was Always You,26,239920,0.613,0.765,11,-6.582,1,0.0441,0.082,1.25e-06,0.092,0.299,103.951,4
Maroon 5,Unkiss Me,24,238200,0.532,0.599,6,-6.543,1,0.0333,0.00784,0,0.14,0.113,130.019,4
Maroon 5,Sugar,42,235493,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4
Maroon 5,Leaving California,23,203453,0.501,0.704,3,-5.64,1,0.0326,0.284,0,0.155,0.27,97.039,4
Maroon 5,In Your Pocket,23,219493,0.618,0.837,6,-6.142,0,0.0515,0.032,0,0.0475,0.434,126.082,4
Maroon 5,New Love,21,196546,0.63,0.886,5,-5.216,0,0.076,0.0107,0.00011,0.214,0.824,165.012,4
Maroon 5,Coming Back For You,21,226960,0.644,0.866,1,-5.687,0,0.0341,0.0121,0,0.0719,0.39,114.927,4
Maroon 5,Feelings,24,194773,0.693,0.727,10,-5.364,0,0.0749,0.00365,0,0.0576,0.746,121.937,4
Maroon 5,My Heart Is Open,22,236866,0.41,0.327,1,-7.663,1,0.0301,0.547,0,0.0763,0.283,101.861,4
Maroon 5,This Summer,23,224400,0.54,0.766,4,-5.148,0,0.07,0.000248,0,0.641,0.176,98.932,4
Maroon 5,Shoot Love,21,189666,0.595,0.797,8,-5.828,1,0.0352,0.00259,0,0.11,0.425,135.0,4
Maroon 5,Sex And Candy,21,264720,0.805,0.38,10,-9.713,0,0.0352,0.322,1.33e-05,0.0629,0.653,133.926,4
Adam Levine,Lost Stars,23,267733,0.494,0.582,0,-4.769,1,0.0266,0.102,0,0.0798,0.416,82.025,4
Maroon 5,Maps - Rumba Whoa Remix,24,256453,0.735,0.809,1,-6.609,0,0.0838,0.0146,0,0.331,0.777,128.036,4
Maroon 5,Animals - Gryffin Remix,25,319120,0.551,0.832,4,-6.186,0,0.0354,0.0183,0.000609,0.0751,0.547,100.987,4
Maroon 5,Sugar - Remix,26,234466,0.744,0.794,1,-7.159,1,0.0453,0.0123,0,0.0877,0.656,120.019,4
Maroon 5,Sunday Morning,27,244866,0.604,0.761,0,-5.227,1,0.0468,0.0756,0,0.062,0.787,88.04,4
Maroon 5,This Love,32,206200,0.714,0.868,5,-4.596,0,0.0363,0.0551,0,0.0987,0.78,95.05,4
Maroon 5,One More Night,70,219546,0.716,0.821,5,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,4
Maroon 5,Maps,63,189960,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,4
Maroon 5,Payphone,76,231173,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,4
Maroon 5,Animals,66,231013,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,4
Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,73,201493,0.722,0.761,11,-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044,4
Maroon 5,She Will Be Loved,36,257133,0.524,0.711,0,-5.494,0,0.0405,0.0567,0,0.134,0.539,203.867,4
Maroon 5,Sugar,68,235493,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),79,217706,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
Wiz Khalifa,See You Again (feat. Charlie Puth),21,229525,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4
Luis Fonsi,Despacito (Featuring Daddy Yankee),36,228200,0.66,0.786,2,-4.757,1,0.17,0.209,0,0.112,0.846,177.833,4
Jon Bellion,All Time Low,73,217603,0.584,0.569,0,-4.259,1,0.166,0.0508,0,0.0924,0.501,89.779,4
The Weeknd,Starboy,14,230466,0.682,0.592,7,-7.033,1,0.281,0.169,5.49e-06,0.136,0.5,186.041,4
Ronan Keating,When You Say Nothing At All,3,256200,0.414,0.535,7,-8.727,1,0.0254,0.124,1.21e-06,0.0921,0.427,173.964,4
Train,"Hey, Soul Sister",65,216666,0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.768,97.03,4
The Script,Hall of Fame,78,202533,0.421,0.873,10,-4.343,1,0.0565,0.0653,0,0.123,0.63,84.803,4
Sam Smith,Lay Me Down,11,219662,0.463,0.198,4,-11.003,1,0.0387,0.915,0,0.106,0.369,123.63,4
Sam Smith,I'm Not The Only One,26,239316,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,4
Passenger,Let Her Go,76,252866,0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,4
Owl City,Fireflies,75,228346,0.591,0.649,3,-6.72,1,0.0417,0.0294,0,0.133,0.489,90.002,4
One Direction,Story of My Life,77,245493,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,4
Maroon 5,Love Somebody,57,229813,0.675,0.792,1,-6.303,1,0.0368,0.145,0,0.12,0.395,120.016,4
MAGIC!,Rude,70,224773,0.743,0.807,1,-3.78,1,0.0364,0.0435,0,0.309,0.899,144.062,4
Lana Del Rey,Young And Beautiful,75,236053,0.307,0.425,11,-8.924,0,0.0372,0.271,3.09e-05,0.11,0.136,108.693,4
Kelly Clarkson,Because of You,73,219493,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,4
Justin Bieber,Home To Mama,11,203266,0.688,0.296,2,-11.064,1,0.0872,0.95,0.000166,0.115,0.478,89.091,4
Jasmine Thompson,Ain't Nobody (Loves Me Better) - Acoustic,64,178355,0.512,0.245,2,-8.828,0,0.0338,0.851,0,0.131,0.266,93.971,4
Hozier,Take Me to Church,58,241693,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4
A Great Big World,Say Something,78,229400,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3
Gotye,Somebody That I Used To Know - feat. Kimbra,73,244973,0.857,0.517,0,-6.972,1,0.0384,0.565,0.000195,0.102,0.754,129.063,4
Five For Fighting,Superman (It's Not Easy),66,221693,0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,4
Ed Sheeran,Lego House,63,185093,0.592,0.637,11,-8.48,1,0.0992,0.562,0,0.13,0.565,159.701,4
Christina Perri,Jar of Hearts,73,246587,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,4
Charlie Puth,Marvin Gaye (feat. Meghan Trainor),71,190453,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,4
Charlie Puth,One Call Away,67,194453,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,4
Bruno Mars,When I Was Your Man,81,213826,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4
Boyce Avenue,What Makes You Beautiful,10,208893,0.458,0.275,5,-8.241,1,0.0365,0.827,0,0.174,0.199,114.129,4
Boyce Avenue,We Are Never Ever Getting Back Together (feat. Hannah Trigwell),3,207966,0.502,0.375,0,-9.049,0,0.0303,0.551,0,0.213,0.292,145.393,4
Adele,When We Were Young,60,290906,0.381,0.594,3,-5.97,1,0.0486,0.348,0,0.0925,0.273,143.86,4
Adele,Send My Love (To Your New Lover),61,223080,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,4
Adele,Set Fire to the Rain,73,241693,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,4
Adam Levine,Lost Stars,63,267933,0.495,0.589,0,-4.747,1,0.0274,0.112,0,0.0688,0.401,82.002,4
John Legend,All of Me,84,269560,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
Alicia Keys,Empire State of Mind (Part II) Broken Down,71,216480,0.479,0.368,6,-7.784,1,0.0341,0.739,4.1e-05,0.118,0.142,92.959,4
Yiruma,Kiss the Rain,26,257913,0.705,0.097,8,-18.914,1,0.0438,0.976,0.918,0.161,0.214,132.123,4
Yiruma,Spring Waltz,27,162987,0.503,0.102,7,-18.844,1,0.049,0.988,0.874,0.0715,0.166,63.338,4
Yiruma,Beloved,25,246748,0.494,0.178,7,-17.306,1,0.0427,0.985,0.873,0.0936,0.168,132.966,4
Yiruma,Falling,24,208495,0.501,0.189,7,-16.024,1,0.0572,0.988,0.901,0.143,0.0581,72.702,4
Yiruma,May Be,24,223044,0.432,0.143,1,-22.784,1,0.0551,0.989,0.941,0.111,0.27,111.865,4
Yiruma,River Flows in You,26,150899,0.304,0.158,9,-18.781,1,0.0415,0.972,0.915,0.0994,0.17,150.892,4
Yiruma,If I Could See You Again,22,176722,0.595,0.452,2,-14.925,1,0.043,0.987,0.87,0.08,0.253,129.994,4
Yiruma,Hope,23,163283,0.629,0.26,2,-16.474,1,0.0531,0.99,0.917,0.169,0.281,149.01,3
Yiruma,Present,22,244081,0.558,0.232,2,-16.879,1,0.0415,0.97,0.87,0.0686,0.092,156.851,3
Yiruma,I,22,235447,0.608,0.287,7,-16.045,1,0.0604,0.982,0.892,0.2,0.193,131.762,4
Yiruma,Love Hurts,26,126900,0.53,0.239,11,-17.656,0,0.0713,0.992,0.906,0.115,0.423,126.578,4
Yiruma,I'm Just A...,21,273572,0.535,0.57,2,-15.872,1,0.039,0.968,0.846,0.0903,0.576,99.976,4
Yiruma,Loanna,21,264103,0.305,0.311,7,-13.875,1,0.0417,0.963,0.866,0.114,0.154,142.96,3
Yiruma,Reason,23,216295,0.454,0.469,9,-15.057,1,0.0518,0.969,0.79,0.112,0.436,207.986,4
Yiruma,Eve,21,193772,0.512,0.133,2,-17.514,1,0.0519,0.969,0.904,0.114,0.093,82.367,3
Yiruma,Ribbonized,21,278969,0.62,0.0886,7,-19.232,1,0.0668,0.982,0.866,0.0827,0.148,78.001,3
Family of the Year,Hero,64,190280,0.341,0.539,5,-5.76,1,0.0265,0.213,6.44e-05,0.109,0.267,174.564,4
Bruno Mars,Chunky,73,186973,0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103,4
Bruno Mars,Perm,70,210053,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,4
Bruno Mars,That's What I Like,84,206693,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
Bruno Mars,Versace On The Floor,77,261240,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,4
Bruno Mars,Straight Up & Down,68,198186,0.552,0.733,3,-6.898,0,0.0933,0.0209,0,0.0858,0.643,143.56,4
Bruno Mars,Calling All My Lovelies,67,250080,0.662,0.705,1,-6.56,0,0.0399,0.0392,2.38e-06,0.105,0.865,159.996,4
Bruno Mars,Finesse,70,191000,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,4
Bruno Mars,Too Good To Say Goodbye,68,281826,0.587,0.63,2,-6.054,1,0.0311,0.0389,0,0.35,0.433,76.97,4
Bruno Mars,Versace On The Floor,65,261240,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,4
CNBLUE,I'm a loner,27,254803,0.547,0.965,2,-4.395,0,0.0546,0.191,0,0.372,0.517,105.084,4
CNBLUE,Can't Stop,23,350191,0.534,0.764,1,-5.749,1,0.041,0.539,0,0.647,0.23,130.104,4
CNBLUE,LOVE,22,232355,0.537,0.947,9,-4.395,0,0.0718,0.268,0,0.393,0.724,99.833,4
CNBLUE,"Try again, Smile again",18,315878,0.556,0.768,5,-6.748,1,0.0305,0.147,0,0.366,0.464,99.963,4
CNBLUE,Love light,22,359067,0.513,0.49,2,-9.957,1,0.044,0.757,2.6e-06,0.349,0.154,128.03,4
CNBLUE,Love Girl,43,212610,0.637,0.947,9,-2.659,0,0.111,0.103,0,0.263,0.851,143.951,4
CNBLUE,Can't Stop,45,237864,0.596,0.882,1,-2.258,1,0.0697,0.621,0,0.0682,0.4,130.027,4
CNCO,Reggaetón Lento (Bailemos),76,222560,0.761,0.838,4,-3.073,0,0.0502,0.4,0,0.176,0.71,93.974,4
J Balvin,Safari,26,205600,0.508,0.687,0,-4.361,1,0.326,0.551,3.41e-06,0.126,0.555,180.044,4
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),81,251088,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4
Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",78,236001,0.667,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,4
Shawn Mendes,Treat You Better,19,187973,0.683,0.797,10,-4.085,0,0.246,0.107,0,0.114,0.758,82.916,4
Shawn Mendes,Mercy,19,208733,0.562,0.681,11,-4.934,0,0.0871,0.113,0,0.11,0.357,148.064,4
DJ Snake,Let Me Love You,35,205946,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,4
Ed Sheeran,Castle on the Hill,68,261153,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4
The Civil Wars,Poison & Wine,57,219466,0.285,0.186,1,-12.729,1,0.0288,0.76,7.3e-05,0.104,0.203,153.848,4
Lotte Kestner,Halo,65,269920,0.576,0.121,9,-17.343,1,0.036,0.952,0.00111,0.1,0.063,116.826,4
James Bay,Let It Go,74,260533,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4
Cobi,Don't You Cry For Me - Acoustic,58,275564,0.554,0.282,9,-8.419,0,0.0355,0.877,0,0.112,0.323,120.048,4
James Arthur,Say You Won't Let Go,83,211466,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4
Jason Mraz,Welcome To Schubas - Medley,24,2054800,0.479,0.374,6,-10.165,0,0.0439,0.809,0,0.982,0.416,98.41,4
Jason Mraz,Did You Get My Message? - Audience Rehearsal Live From Shubas,21,334680,0.496,0.527,11,-12.339,1,0.499,0.753,4.57e-06,0.844,0.409,89.186,4
Jason Mraz,Did You Get My Message? - Live From Shubas,23,336440,0.43,0.525,6,-9.533,1,0.163,0.781,0,0.479,0.704,86.805,4
Jason Mraz,Snakes In Schubas - Live From Shubas,19,79506,0.374,0.746,9,-12.893,1,0.9,0.721,3.34e-05,0.713,0.261,152.712,5
Jason Mraz,Childlike Wildlike [Live],24,312493,0.573,0.287,1,-12.07,0,0.0622,0.829,3.22e-06,0.699,0.658,116.952,4
Jason Mraz,Welcome To Saratoga: Older Lover Undercover - Live From Montalvo,21,316520,0.503,0.586,10,-10.59,1,0.115,0.754,3.48e-05,0.969,0.357,109.998,4
Jason Mraz,Sleeping To Dream - Live From Montalvo,29,257000,0.504,0.286,2,-11.328,1,0.0318,0.771,0,0.757,0.224,81.434,4
Jason Mraz,God Rests In Reason [Live],23,291066,0.331,0.28,2,-11.887,1,0.0299,0.813,5.97e-05,0.772,0.151,104.829,4
Jason Mraz,Life Is Wonderful - Live From Montalvo,26,251640,0.538,0.319,8,-11.1,0,0.0292,0.644,0,0.708,0.198,89.119,4
Jason Mraz,Did You Get My Message? - Live From Montalvo,22,266626,0.384,0.727,1,-8.361,1,0.0677,0.5,0,0.838,0.421,168.121,4
Jason Mraz,Please Don't Tell Her - Live From Montalvo,25,324320,0.341,0.465,4,-8.987,1,0.0307,0.423,0,0.788,0.142,78.889,4
Jason Mraz,Song For A Friend - Live From Montalvo,24,740480,0.336,0.512,11,-10.912,0,0.0641,0.527,2.24e-05,0.705,0.242,86.492,4
Jason Mraz,"10,000 Motherf***ers - Live from Montalvo",24,454066,0.462,0.149,2,-12.73,0,0.0327,0.843,0,0.709,0.156,126.848,4
Jason Mraz,The Beauty In Ugly - Ugly Betty Version,24,150372,0.602,0.726,9,-6.739,0,0.0979,0.114,0,0.178,0.764,87.437,4
Jason Mraz,I Won't Give Up,74,240165,0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,3
Ed Sheeran,Photograph,84,258986,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4
Adele,Someone Like You,77,285040,0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.285,135.109,4
Hearts & Colors,Lighthouse - Acoustic Version,52,194639,0.57,0.221,2,-11.16,1,0.0422,0.86,0,0.109,0.362,167.663,4
Calum Scott,Dancing On My Own - Acoustic,62,253482,0.528,0.0784,1,-11.402,1,0.0413,0.954,1.54e-06,0.151,0.418,117.964,4
Sam Smith,Stay With Me,26,172723,0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,4
Sia,Chandelier - Piano Version,54,240400,0.483,0.225,10,-8.163,1,0.0421,0.938,0,0.156,0.313,103.864,5
James Arthur,Impossible - Acoustic,58,250653,0.37,0.419,2,-5.314,1,0.0382,0.753,0,0.121,0.255,145.866,4
Adele,Make You Feel My Love,77,212040,0.552,0.173,10,-10.576,1,0.0292,0.907,0.000401,0.105,0.0854,76.97,1
Nathan Sykes,Over And Over Again,16,246895,0.47,0.271,8,-8.335,1,0.0392,0.962,0,0.106,0.388,129.623,4
Susie Suh,I Do,61,212017,0.766,0.191,7,-12.606,1,0.0394,0.932,7.95e-06,0.261,0.262,104.03,4
Lady Gaga,Million Reasons,14,205280,0.668,0.428,0,-7.889,1,0.0433,0.458,0,0.108,0.134,129.75,4
The Vamps,All Night,10,197793,0.564,0.768,8,-6.431,1,0.0342,0.00262,0,0.324,0.362,144.971,4
Alessia Cara,"How Far I'll Go - From ""Moana""",67,175517,0.315,0.563,9,-9.671,1,0.354,0.173,0.000242,0.0673,0.147,179.484,4
Machine Gun Kelly,Bad Things - With Camila Cabello,11,239280,0.674,0.694,2,-4.739,1,0.129,0.223,0,0.183,0.242,137.839,4
Major Lazer,Cold Water (feat. Justin Bieber & MØ),54,185351,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,4
Bruno Mars,24K Magic,79,225983,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4
Owl City,The Bird And The Worm,4,206933,0.299,0.622,1,-6.807,1,0.0352,0.0241,0,0.112,0.58,79.821,4
Maroon 5,Won't Go Home Without You - Acoustic Version,12,246213,0.623,0.284,3,-11.121,1,0.0284,0.928,5.04e-06,0.0884,0.28,106.357,4
Taylor Swift,Teardrops On My Guitar,43,194666,0.521,0.549,10,-6.369,1,0.0262,0.0193,0.00576,0.119,0.209,99.963,4
Hannah Montana,Every Part Of Me,0,210933,0.476,0.602,1,-4.916,1,0.0283,0.184,0,0.111,0.312,77.064,4
Hannah Montana,I Wanna Know You,2,167080,0.674,0.731,5,-4.907,1,0.029,0.125,0,0.35,0.808,84.019,4
Hannah Montana,I'll Always Remember You,0,233333,0.414,0.745,8,-2.746,1,0.0406,0.0508,0,0.103,0.307,144.171,4
Hannah Montana,He Could Be the One,6,180800,0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,4
Taylor Swift,Crazier,4,191946,0.447,0.541,4,-5.374,1,0.0274,0.0707,8.48e-06,0.119,0.218,133.109,3
Taylor Swift,You Belong With Me,32,232120,0.69,0.774,6,-4.438,1,0.0389,0.144,2.38e-05,0.103,0.444,129.979,4
Taylor Swift,Love Story,15,234213,0.611,0.609,2,-7.486,1,0.0308,0.0767,1.14e-06,0.105,0.271,118.997,4
Taylor Swift,Safe & Sound - from The Hunger Games Soundtrack,55,240066,0.472,0.3,7,-10.807,1,0.028,0.883,1.04e-05,0.0698,0.289,144.317,4
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",35,245200,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,4
Maroon 5,Don't Wanna Know,21,214480,0.783,0.623,7,-6.126,1,0.08,0.338,0,0.0975,0.447,100.048,4
Justin Bieber,Boyfriend - Acoustic Version,56,187680,0.747,0.283,9,-8.995,0,0.111,0.841,0,0.0979,0.627,89.74,4
Justin Bieber,As Long As You Love Me - Acoustic Version,58,221693,0.552,0.311,11,-9.186,0,0.0347,0.768,0,0.089,0.464,135.497,4
Justin Bieber,Beauty And A Beat - Acoustic Version,53,144693,0.687,0.303,10,-8.398,1,0.0321,0.751,0,0.128,0.705,127.668,4
Justin Bieber,She Don't Like The Lights - Acoustic Version,49,215813,0.618,0.417,8,-8.512,0,0.0296,0.751,0,0.0873,0.666,123.65,4
Justin Bieber,Take You - Acoustic Version,50,179373,0.553,0.33,6,-9.852,1,0.0347,0.79,0,0.156,0.732,125.667,4
Justin Bieber,Be Alright - Acoustic Version,53,210346,0.453,0.25,9,-10.89,1,0.0299,0.913,1.09e-06,0.192,0.461,98.684,4
Justin Bieber,All Around The World - Acoustic Version,48,156173,0.598,0.347,0,-8.637,1,0.0433,0.603,0,0.192,0.73,119.676,4
Justin Bieber,Fall - Live,52,220973,0.443,0.372,8,-6.813,1,0.0384,0.827,0,0.111,0.63,151.335,4
Justin Bieber,Yellow Raincoat,47,224106,0.786,0.379,5,-9.601,0,0.0333,0.713,0.0604,0.0936,0.735,109.944,4
Justin Bieber,I Would,50,227360,0.706,0.645,9,-7.195,1,0.0767,0.473,0,0.22,0.614,87.998,4
Justin Bieber,Nothing Like Us - Bonus Track,65,199800,0.425,0.156,0,-14.365,1,0.0486,0.987,5.13e-05,0.16,0.551,166.877,4
Justin Bieber,Mark My Words,36,134346,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,4
Justin Bieber,I'll Show You,43,199946,0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,4
Justin Bieber,What Do You Mean?,52,205680,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4
Justin Bieber,Sorry,56,200786,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,4
Justin Bieber,Love Yourself,62,233720,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4
Justin Bieber,Company,48,208120,0.59,0.797,4,-4.901,0,0.0614,0.132,0,0.0846,0.425,94.948,4
Justin Bieber,No Pressure,39,286853,0.644,0.595,1,-6.877,1,0.215,0.121,0,0.279,0.554,148.889,3
Justin Bieber,No Sense,35,275040,0.643,0.499,2,-6.795,0,0.0308,0.0478,0,0.108,0.363,133.978,4
Justin Bieber,The Feeling,46,244906,0.525,0.809,1,-6.185,0,0.0619,0.0819,1.22e-06,0.0971,0.21,127.073,4
Justin Bieber,Life Is Worth Living,39,234786,0.558,0.296,10,-9.18,1,0.0427,0.907,0,0.108,0.463,76.04,4
Skrillex,Where Are Ü Now,30,242520,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,4
Justin Bieber,Children,33,223333,0.634,0.885,11,-4.702,0,0.304,0.0122,0,0.193,0.327,127.064,4
