artist_name,song_name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
gnash,"i hate u, i love u (feat. olivia o'brien)",82,251033,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,4
James Arthur,Say You Won't Let Go,79,211240,0.4,0.564,10,-7.444,1,0.0523,0.693,0,0.0863,0.483,99.269,4
A R I Z O N A,Oceans Away,59,193981,0.632,0.647,8,-8.587,1,0.0294,0.141,0.104,0.0908,0.221,105.945,4
Martin Jensen,Solo Dance,69,174933,0.746,0.846,9,-2.432,1,0.048,0.0485,0,0.195,0.403,114.955,4
FO&O,Gotta Thing About You,41,176233,0.556,0.743,3,-4.69,1,0.0313,0.0235,0,0.297,0.708,135.045,4
Spencer Kane,All Time Low,16,167623,0.702,0.447,7,-9.971,1,0.0586,0.19,2.37e-05,0.261,0.7,99.983,4
Sarah Close,Call Me Out,43,242408,0.528,0.681,4,-9.056,0,0.0532,0.057,4.08e-06,0.103,0.45,84.768,4
Little Mix,No More Sad Songs,13,225253,0.709,0.782,7,-3.526,0,0.0469,0.0771,4.71e-06,0.302,0.728,102.032,4
Kina Grannis,Yesterday,26,156891,0.54,0.0657,3,-17.612,1,0.0322,0.905,0,0.106,0.197,147.598,4
Calum Scott,Rhythm Inside - Recorded At Spotify Studios NYC,1,226957,0.532,0.268,5,-7.001,1,0.0367,0.937,0,0.089,0.383,125.234,3
Alex Goot,Chained to the Rhythm,27,236000,0.696,0.738,9,-5.577,0,0.04,0.381,0,0.13,0.426,94.994,4
Boyce Avenue,I Don't Wanna Live Forever,0,226196,0.788,0.472,0,-5.977,1,0.0377,0.567,0,0.0941,0.485,117.966,4
Ed Sheeran,Shape of You (Latin Remix) [feat. Zion & Lennox],63,237664,0.787,0.872,1,-1.397,0,0.0871,0.168,1.51e-06,0.0408,0.46,95.995,4
Matt Cardle,I Can't Make You Love Me - Intimate & Live Tour Version,33,324253,0.291,0.133,0,-14.215,1,0.0415,0.946,7.1e-06,0.761,0.0944,75.272,5
The Madison Letter,The Words,34,236883,0.332,0.311,6,-9.23,1,0.0338,0.886,0,0.125,0.23,77.039,4
Madilyn Paige,Inside out (feat. John Allred),35,225000,0.575,0.411,10,-8.637,1,0.0317,0.816,2.42e-06,0.0969,0.263,143.862,4
Kygo,It Ain't Me (with Selena Gomez),80,220780,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,4
Zedd,Stay (with Alessia Cara),34,210090,0.679,0.634,5,-5.024,0,0.0654,0.232,0,0.115,0.498,102.013,4
Shakira,Chantaje,20,195612,0.859,0.756,8,-3.36,0,0.0643,0.168,4.65e-05,0.163,0.91,102.033,4
Alex Goot,Hey There Delilah,22,218500,0.532,0.267,2,-9.671,1,0.0264,0.825,0,0.154,0.278,99.924,4
Jona,"You - From ""My Ex and Whys""",44,265325,0.316,0.35,9,-8.714,1,0.0329,0.326,0,0.0914,0.119,139.342,4
Parachute,What Side Of Love - Acoustic Version,42,245551,0.779,0.233,11,-9.312,1,0.0822,0.411,0,0.118,0.208,141.882,4
Anna Kendrick,True Colors,66,243720,0.29,0.261,4,-9.163,1,0.0277,0.66,0,0.155,0.0999,143.598,4
Jake Scott,Silhouettes & Sand,37,221786,0.379,0.252,3,-11.251,1,0.0336,0.349,1.4e-06,0.117,0.289,159.907,3
States & Capitals,Kiss Me Slowly,38,244652,0.419,0.586,8,-8.247,1,0.0285,0.48,9.5e-05,0.109,0.537,166.951,4
Charli XCX,After The Afterparty - Acoustic,40,217300,0.661,0.471,0,-4.227,1,0.0337,0.854,0,0.0749,0.659,92.971,4
James Arthur,Safe Inside,67,222173,0.317,0.547,8,-6.549,1,0.0366,0.187,0,0.121,0.11,117.332,4
AJR,Weak,68,202193,0.672,0.642,5,-4.552,1,0.0461,0.127,0,0.137,0.656,123.984,4
CNBLUE,Love,46,227996,0.652,0.901,0,-2.979,1,0.0678,0.0678,0,0.0765,0.799,99.933,4
Ed Sheeran,Eraser,72,227426,0.64,0.812,8,-5.647,0,0.0834,0.086,0,0.0509,0.914,86.013,4
Ed Sheeran,Castle on the Hill,81,261153,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4
Ed Sheeran,Dive,80,238440,0.761,0.386,4,-6.158,1,0.0399,0.355,0,0.0953,0.526,134.943,3
Ed Sheeran,Shape of You,87,233712,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
Ed Sheeran,Perfect,88,263400,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3
Ed Sheeran,Galway Girl,82,170826,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,4
Ed Sheeran,Happier,86,207520,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,4
Ed Sheeran,New Man,73,189280,0.78,0.745,7,-3.97,1,0.145,0.0559,0,0.0595,0.862,94.026,4
Ed Sheeran,Hearts Don't Break Around Here,73,248413,0.604,0.366,7,-7.881,1,0.0267,0.719,0,0.162,0.181,105.177,3
Ed Sheeran,What Do I Know?,75,237333,0.838,0.492,1,-5.69,0,0.038,0.251,0,0.262,0.895,115.092,4
Ed Sheeran,How Would You Feel (Paean),73,280533,0.617,0.439,9,-5.63,1,0.0269,0.424,0,0.127,0.242,139.979,4
Ed Sheeran,Supermarket Flowers,80,221106,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,4
Ed Sheeran,Barcelona,73,191146,0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,4
Ed Sheeran,Bibia Be Ye Ye,71,176746,0.738,0.677,7,-5.121,1,0.0824,0.52,0,0.133,0.882,127.067,4
Ed Sheeran,Nancy Mulligan,73,179786,0.68,0.852,7,-4.35,1,0.0349,0.117,0,0.0866,0.858,101.993,4
Ed Sheeran,Save Myself,72,247106,0.552,0.29,10,-5.617,1,0.0448,0.85,0,0.227,0.481,78.842,4
American Authors,Best Day Of My Life,28,194240,0.67,0.905,2,-2.385,1,0.0339,0.0625,0.000151,0.0577,0.516,100.021,4
Tall Heights,Spirit Cold,68,222293,0.426,0.662,11,-6.158,1,0.0319,0.211,0.00652,0.176,0.359,78.247,4
James Cherry,Why Don't You Listen,20,204655,0.642,0.471,4,-6.003,1,0.0371,0.407,0,0.0814,0.317,117.98,4
Amber Run,I Found,72,273000,0.389,0.302,7,-12.485,0,0.0438,0.862,0.00567,0.104,0.234,124.956,4
John Mayer,I Will Be Found (Lost At Sea),58,241346,0.563,0.401,5,-9.073,1,0.0243,0.415,0.00305,0.158,0.277,139.863,4
Westlife,The Rose,53,219106,0.272,0.203,9,-9.706,1,0.0294,0.784,0,0.0805,0.172,109.581,5
Westlife,Total Eclipse of the Heart,50,279640,0.449,0.686,5,-4.939,1,0.0313,0.511,0,0.131,0.365,131.192,4
Westlife,All Out Of Love,48,224946,0.565,0.423,0,-7.001,1,0.0237,0.568,0,0.178,0.194,105.888,4
Westlife,You Light Up My Life,38,207546,0.381,0.381,6,-6.132,1,0.0264,0.444,0,0.08,0.0734,84.891,3
Westlife,Easy,38,266173,0.594,0.501,10,-6.459,0,0.0272,0.132,2.6e-05,0.0585,0.302,131.029,4
Westlife,You Are So Beautiful (To Me),39,183973,0.386,0.116,1,-12.845,1,0.041,0.967,9.62e-05,0.071,0.105,118.17,4
Westlife,Have You Ever Been In Love,38,221373,0.522,0.312,0,-7.514,1,0.0279,0.686,0,0.087,0.271,133.901,4
Westlife,Love Can Build A Bridge,36,235280,0.409,0.447,8,-6.047,1,0.0283,0.613,0,0.167,0.258,129.464,4
Westlife,The Dance,40,238613,0.547,0.446,9,-6.271,1,0.027,0.615,0,0.0948,0.288,125.926,4
Westlife,All Or Nothing,55,236506,0.637,0.319,0,-6.984,1,0.0312,0.791,0,0.277,0.313,126.944,4
Westlife,You've Lost That Lovin' Feeling,37,205640,0.318,0.449,2,-8.226,1,0.0258,0.663,0,0.24,0.535,93.276,4
Westlife,Swear It Again - Radio Edit,53,247626,0.57,0.586,9,-5.986,1,0.0297,0.333,0,0.12,0.327,130.097,4
Westlife,If I Let You Go - Radio Edit,53,221306,0.57,0.682,0,-4.244,1,0.0284,0.00659,0,0.0784,0.616,181.981,4
Westlife,Flying Without Wings,46,214826,0.387,0.536,8,-5.988,1,0.0321,0.306,0,0.299,0.278,145.276,4
Westlife,I Have a Dream - Remix,41,253360,0.527,0.834,7,-5.418,1,0.0313,0.116,0,0.144,0.231,105.025,4
Mariah Carey,Against All Odds (Take a Look at Me Now),59,199480,0.473,0.514,1,-5.599,1,0.0315,0.584,0,0.103,0.372,117.353,4
Westlife,My Love,54,230800,0.487,0.639,0,-4.873,1,0.027,0.0916,0,0.293,0.322,72.082,4
Westlife,Uptown Girl - Radio Edit,48,184613,0.59,0.936,6,-4.35,0,0.0368,0.00513,0,0.338,0.842,129.017,4
Westlife,Queen of My Heart - Radio Edit,56,257773,0.296,0.498,11,-6.113,1,0.0292,0.145,0,0.169,0.245,109.049,3
Westlife,World of Our Own - Single Remix,44,208320,0.699,0.784,1,-3.667,1,0.0401,0.0232,0,0.0857,0.858,97.982,4
Westlife,Mandy,56,196640,0.43,0.597,5,-6.036,1,0.0282,0.248,4.52e-05,0.174,0.334,105.591,4
Westlife,You Raise Me Up,44,239613,0.236,0.352,10,-6.51,1,0.0306,0.657,0,0.0863,0.189,116.324,4
Westlife,Home,53,204253,0.547,0.556,10,-6.237,1,0.0279,0.439,0,0.0853,0.175,122.013,4
Westlife,What About Now,52,239093,0.338,0.772,9,-4.284,0,0.039,0.0134,0,0.348,0.334,162.109,4
Westlife,Safe - Single Mix,38,231560,0.454,0.507,2,-8.13,1,0.027,0.299,0,0.136,0.231,139.722,4
Westlife,Lighthouse,42,262720,0.457,0.564,10,-5.846,1,0.0279,0.0894,0,0.121,0.223,139.769,4
Westlife,Beautiful World,43,242013,0.531,0.781,7,-5.981,0,0.0375,0.141,0,0.0692,0.404,90.908,4
Westlife,Wide Open,35,221226,0.576,0.7,0,-7.793,0,0.0386,0.236,0,0.0719,0.583,85.996,4
Westlife,Last Mile of the Way,35,229426,0.475,0.382,9,-7.586,1,0.0301,0.15,3.19e-06,0.159,0.147,71.901,3
Sam Smith,Lay Me Down,27,219535,0.468,0.205,4,-11.014,1,0.0412,0.921,0,0.107,0.325,125.343,4
Pitbull,Time of Our Lives,77,229360,0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,4
Enrique Iglesias,Hero,28,264240,0.555,0.638,7,-5.555,1,0.0418,0.147,2.31e-05,0.107,0.149,151.933,4
Ed Sheeran,How Would You Feel (Paean),59,280533,0.617,0.439,9,-5.63,1,0.0269,0.424,0,0.127,0.242,139.979,4
Maroon 5,Cold,16,234308,0.703,0.715,9,-6.285,0,0.114,0.139,0,0.0456,0.497,99.924,4
Ed Sheeran,Thinking Out Loud,84,281560,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,4
Digital Farm Animals,Digital Love (feat. Hailee Steinfeld),56,179506,0.701,0.786,0,-4.429,1,0.0512,0.00606,0,0.0835,0.514,100.932,4
Alicia Keys,Blended Family (What You Do For Love),42,211546,0.721,0.518,9,-7.619,1,0.0719,0.0658,0.000113,0.069,0.231,96.988,4
Demi Lovato,Confident,74,205745,0.606,0.763,10,-6.197,0,0.0669,0.00182,0.000159,0.116,0.309,130.018,4
Twenty One Pilots,Heathens,81,195920,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4
Desiigner,Panda,71,247866,0.72,0.748,10,-5.522,0,0.393,0.0235,0,0.369,0.246,145.22,4
Rihanna,Kiss It Better,61,253080,0.619,0.806,3,-4.8,0,0.0483,0.272,0,0.0671,0.877,95.0,4
Maren Morris,My Church,7,197930,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,4
Drake,Too Good,62,263373,0.804,0.65,7,-7.79,1,0.118,0.0606,7.05e-05,0.102,0.397,117.984,4
Sia,Cheap Thrills,68,224813,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,4
Thomas Rhett,Die A Happy Man,74,227426,0.66,0.383,2,-9.377,1,0.0304,0.381,0,0.119,0.381,83.096,4
Twenty One Pilots,Stressed Out,83,202333,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4
Mike Posner,I Took A Pill In Ibiza,51,280800,0.636,0.319,10,-10.065,1,0.0718,0.618,1.7e-06,0.125,0.378,74.109,4
Tuấn Hưng,Se Khong Con Nua,0,323186,0.689,0.488,0,-7.617,1,0.0247,0.721,0,0.161,0.592,103.026,4
Tuấn Hưng,Tim Lai Bau Troi,0,328855,0.565,0.375,10,-10.487,1,0.0235,0.659,0,0.102,0.37,89.985,4
Minh Vuong M4u,Noi Dau Xot Xa - Minh Vuong M4U,0,264203,0.585,0.481,5,-8.627,0,0.0291,0.382,0,0.154,0.454,120.001,4
Da LAB,Một Nhà,8,184085,0.796,0.73,0,-5.751,1,0.128,0.593,0,0.104,0.379,94.037,4
Caleb Santos,I Need You More Today,56,233728,0.474,0.522,11,-7.513,1,0.0408,0.36,0,0.123,0.448,157.225,4
San Holo,Light,6,240500,0.572,0.754,1,-4.148,1,0.0564,0.0949,1.86e-06,0.0985,0.423,150.068,4
Aaron Carter,Sooner Or Later,9,212564,0.737,0.729,5,-6.817,0,0.0354,0.127,2.16e-05,0.077,0.436,111.937,4
Lauv,The Other,14,189333,0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,4
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,75,248413,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4
fun.,We Are Young (feat. Janelle Monáe),63,250626,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4
Lady Gaga,Bad Romance,22,294640,0.695,0.919,0,-3.769,1,0.0381,0.00264,4.1e-05,0.062,0.717,119.002,4
Miley Cyrus,We Can't Stop,46,232466,0.607,0.619,1,-5.761,0,0.038,0.0083,0,0.366,0.5,79.998,4
Lana Del Rey,Summertime Sadness,62,265427,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,4
Lady Gaga,Poker Face,11,237400,0.849,0.826,4,-4.609,1,0.0752,0.124,2.28e-06,0.0869,0.753,119.002,4
Imagine Dragons,Demons,33,175200,0.327,0.71,3,-2.928,1,0.0547,0.202,9e-05,0.28,0.416,179.561,4
A Great Big World,Say Something,58,233266,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3
Lorde,Team,72,193058,0.696,0.59,6,-7.428,1,0.0904,0.151,0,0.247,0.462,99.984,4
Sia,Chandelier,57,216120,0.286,0.784,1,-2.873,1,0.0749,0.0163,6.48e-05,0.0713,0.618,173.793,4
Kelly Clarkson,Stronger (What Doesn't Kill You),70,221946,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,4
Bruno Mars,Treasure,75,178560,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,4
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),67,235613,0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,4
Rihanna,We Found Love,16,215760,0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98,4
Flo Rida,Whistle,63,225000,0.754,0.933,0,-5.786,1,0.0448,0.0199,0,0.297,0.75,103.992,4
Enrique Iglesias,Bailando - Spanish Version,5,243413,0.725,0.779,7,-3.501,1,0.119,0.0457,2.76e-06,0.0446,0.948,91.018,4
Justin Timberlake,Mirrors,72,484146,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,4
Kesha,TiK ToK,55,199693,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,4
Pharrell Williams,Happy,73,233305,0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,4
Lorde,Royals,78,190185,0.616,0.432,7,-9.546,1,0.133,0.106,0,0.132,0.302,84.778,4
Pitbull,Timber,61,204053,0.587,0.965,11,-4.106,1,0.101,0.0362,0,0.138,0.825,129.972,4
Bruno Mars,Locked Out Of Heaven,45,233478,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4
Nico & Vinz,Am I Wrong,65,247520,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,4
Miley Cyrus,Wrecking Ball,59,223240,0.466,0.403,5,-6.142,1,0.0337,0.395,0,0.111,0.337,119.81,4
One Direction,What Makes You Beautiful,68,199986,0.726,0.787,4,-2.494,1,0.0738,0.009,0,0.0596,0.888,124.989,4
One Direction,Gotta Be You,55,244506,0.494,0.583,8,-4.531,1,0.0249,0.374,0,0.0781,0.603,84.969,4
One Direction,One Thing,61,197600,0.713,0.718,2,-3.806,1,0.0278,0.00233,0,0.0838,0.656,126.999,4
One Direction,More Than This,58,229106,0.498,0.715,0,-4.446,1,0.0315,0.0607,0,0.274,0.225,151.809,4
One Direction,Up All Night,55,194693,0.606,0.929,0,-2.182,1,0.055,0.023,0,0.101,0.622,139.022,4
One Direction,I Wish,52,216946,0.62,0.872,7,-3.123,1,0.0347,0.00914,0,0.111,0.299,124.044,4
One Direction,Tell Me a Lie,48,198053,0.561,0.898,7,-4.722,1,0.056,0.000165,1.86e-05,0.327,0.638,133.965,4
One Direction,Taken,53,237706,0.507,0.868,2,-5.204,1,0.0305,0.00387,0,0.413,0.684,95.036,4
One Direction,I Want,50,173586,0.674,0.814,7,-2.814,1,0.0391,0.0182,0,0.079,0.491,128.092,4
One Direction,Everything About You,47,217453,0.644,0.799,7,-3.575,1,0.0366,0.0136,0,0.0811,0.79,130.051,4
One Direction,Same Mistakes,50,218706,0.374,0.659,8,-5.472,1,0.0281,0.00455,0,0.242,0.168,179.961,4
One Direction,Save You Tonight,47,205920,0.602,0.871,2,-4.208,0,0.0622,0.00528,0,0.288,0.495,128.057,4
One Direction,Stole My Heart,47,205560,0.681,0.889,7,-4.339,1,0.0396,0.0815,0,0.319,0.634,126.909,4
One Direction,Stand Up,50,175093,0.584,0.9,4,-3.637,1,0.0611,0.00646,0,0.267,0.893,125.007,4
One Direction,Moments,55,262640,0.474,0.739,2,-4.937,1,0.0451,0.0283,0,0.299,0.253,149.894,4
One Direction,Another World,49,203706,0.54,0.86,8,-2.424,1,0.0508,0.000478,0,0.214,0.585,127.927,4
One Direction,Na Na Na,46,185653,0.582,0.903,11,-2.155,1,0.0576,0.0191,0,0.374,0.639,144.973,4
One Direction,I Should Have Kissed You,50,215933,0.495,0.966,3,-2.284,1,0.114,0.017,0,0.606,0.553,139.93,4
One Direction,Live While We're Young,66,200186,0.658,0.837,2,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,4
One Direction,Kiss You,68,182960,0.63,0.934,4,-2.559,1,0.0589,0.0186,0,0.324,0.905,89.992,4
One Direction,Little Things,74,219640,0.707,0.222,7,-11.716,1,0.0329,0.788,0,0.205,0.556,110.095,4
One Direction,"C'mon, C'mon",58,164880,0.64,0.941,5,-4.008,0,0.0893,0.0123,0,0.305,0.761,142.905,4
One Direction,Last First Kiss,63,203346,0.531,0.811,4,-2.556,1,0.0426,0.0563,0,0.272,0.484,82.14,4
One Direction,Heart Attack,58,176066,0.43,0.831,9,-4.781,1,0.0692,0.0136,0,0.109,0.616,99.016,4
One Direction,Rock Me,61,200040,0.503,0.917,8,-3.595,1,0.055,0.0354,0,0.28,0.79,168.018,4
One Direction,Change My Mind,58,212520,0.592,0.619,2,-5.205,1,0.0279,0.0519,0,0.103,0.517,117.021,4
One Direction,I Would,60,202200,0.72,0.711,4,-5.962,1,0.0508,0.00768,0,0.243,0.596,126.452,4
One Direction,Over Again,64,182200,0.545,0.556,2,-6.753,1,0.062,0.308,0,0.131,0.55,149.913,4
One Direction,Back For You,56,178373,0.567,0.919,2,-2.57,1,0.0733,0.0183,0,0.111,0.548,160.036,4
One Direction,They Don't Know About Us,73,201693,0.512,0.754,0,-6.031,1,0.055,0.135,0,0.0881,0.336,147.89,4
One Direction,Summer Love,58,208200,0.499,0.593,9,-5.38,1,0.031,0.355,0,0.391,0.286,122.026,4
One Direction,She's Not Afraid,59,190720,0.486,0.918,8,-4.002,1,0.126,0.00908,0,0.171,0.849,167.635,4
One Direction,Loved You First,56,185280,0.696,0.892,2,-4.826,1,0.0583,0.0598,0,0.419,0.79,124.016,4
One Direction,Nobody Compares,58,211293,0.657,0.809,11,-3.982,1,0.0347,0.00709,0,0.0452,0.859,124.009,4
One Direction,Still The One,56,182813,0.616,0.983,1,-2.287,0,0.0718,0.013,0,0.384,0.769,141.998,4
One Direction,Love You Goodbye,49,196933,0.546,0.657,1,-4.787,1,0.0332,0.0928,0,0.119,0.361,133.188,4
One Direction,Best Song Ever,70,200106,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,4
One Direction,Diana,62,184666,0.549,0.868,2,-4.319,1,0.0614,0.0604,0,0.137,0.755,171.96,4
One Direction,Midnight Memories,64,176320,0.432,0.868,6,-2.01,0,0.0882,0.00725,0,0.233,0.567,156.128,4
One Direction,You & I,72,237933,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,4
One Direction,Don't Forget Where You Belong,61,241000,0.54,0.711,7,-5.717,1,0.0255,0.103,0,0.0827,0.292,92.014,4
One Direction,Strong,64,184373,0.741,0.663,0,-7.308,1,0.0434,0.0608,0,0.0931,0.338,115.013,4
One Direction,Happily,62,175480,0.623,0.89,9,-4.783,1,0.0394,0.0426,0,0.153,0.824,117.0,4
One Direction,Right Now,64,200400,0.645,0.78,8,-5.165,1,0.0319,0.218,0,0.0919,0.372,120.008,4
One Direction,Little Black Dress,56,157653,0.63,0.881,4,-3.506,1,0.0433,0.000467,0,0.0405,0.54,121.468,4
One Direction,Through the Dark,58,221733,0.568,0.691,9,-5.225,1,0.0306,0.188,0,0.0861,0.396,131.007,4
One Direction,Something Great,56,236520,0.547,0.649,2,-5.039,1,0.0298,0.00793,0,0.201,0.361,114.019,4
One Direction,Little White Lies,57,197920,0.591,0.899,0,-3.768,1,0.0536,0.00726,0,0.393,0.446,139.547,4
One Direction,Better Than Words,58,208666,0.627,0.839,11,-5.589,0,0.0508,0.114,0,0.534,0.79,157.993,4
One Direction,Why Don't We Go There,56,174360,0.523,0.939,8,-3.311,1,0.0454,0.000754,0,0.0406,0.788,160.019,4
One Direction,Does He Know?,57,179413,0.675,0.874,3,-4.268,1,0.0494,0.085,0,0.0573,0.673,139.021,4
One Direction,Alive,55,161333,0.6,0.895,1,-5.807,1,0.0468,0.001,0,0.145,0.383,129.987,4
One Direction,Half a Heart,66,188546,0.515,0.714,0,-4.516,1,0.0348,0.286,0,0.118,0.495,155.954,4
One Direction,Steal My Girl,71,228133,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,4
One Direction,Ready to Run,62,196053,0.524,0.831,2,-4.174,1,0.036,0.00229,0,0.171,0.299,115.067,4
One Direction,Where Do Broken Hearts Go,64,229040,0.565,0.862,4,-3.715,1,0.0326,0.0014,0,0.105,0.647,122.994,4
One Direction,18,68,248360,0.681,0.582,6,-7.76,0,0.0313,0.22,0,0.119,0.221,124.038,4
One Direction,Girl Almighty,61,201853,0.508,0.895,9,-3.745,1,0.0414,0.0424,0,0.198,0.495,168.941,4
One Direction,Fool's Gold,64,210893,0.515,0.773,6,-4.848,1,0.0479,0.23,1.29e-06,0.0938,0.379,128.001,4
One Direction,Night Changes,74,226600,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4
One Direction,No Control,66,199720,0.558,0.916,1,-3.145,0,0.0839,0.0278,0,0.0296,0.85,142.984,4
One Direction,Fireproof,64,174080,0.681,0.864,3,-3.276,1,0.0301,0.00477,0,0.122,0.921,132.929,4
One Direction,Spaces,58,256706,0.425,0.668,9,-7.542,1,0.0474,0.231,0,0.0681,0.351,149.924,4
One Direction,Stockholm Syndrome,65,214720,0.678,0.933,2,-4.959,1,0.14,0.0734,0,0.0863,0.336,120.572,4
One Direction,Clouds,57,231706,0.395,0.906,0,-4.683,1,0.0866,0.0183,0,0.382,0.196,147.864,4
One Direction,Change Your Ticket,56,266600,0.59,0.944,10,-4.323,1,0.0499,0.00154,0,0.322,0.596,103.991,4
One Direction,Illusion,55,194200,0.562,0.703,1,-5.457,1,0.0361,0.00205,0,0.15,0.538,122.986,4
One Direction,Once in a Lifetime,57,158320,0.554,0.335,5,-5.513,1,0.0281,0.618,0,0.0927,0.298,133.709,4
One Direction,Act My Age,59,198653,0.495,0.883,6,-4.722,1,0.0402,0.00287,2.26e-05,0.0978,0.642,135.899,4
One Direction,Hey Angel,60,240000,0.523,0.883,8,-2.956,1,0.0365,0.0202,0,0.116,0.35,92.215,4
One Direction,Drag Me Down,73,192120,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,4
One Direction,Perfect,71,230333,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,4
One Direction,Infinity,65,249480,0.537,0.705,4,-6.073,1,0.0337,0.0687,0,0.0842,0.32,131.965,4
One Direction,End of the Day,63,194973,0.502,0.594,11,-5.031,1,0.0365,0.0256,0,0.0834,0.349,153.687,5
One Direction,If I Could Fly,67,230320,0.565,0.245,5,-9.132,1,0.0262,0.781,0,0.0998,0.307,75.055,4
One Direction,Long Way Down,59,192160,0.633,0.565,0,-5.179,1,0.0242,0.0772,2.31e-05,0.168,0.539,145.001,4
One Direction,Never Enough,61,213440,0.579,0.779,4,-1.829,0,0.0512,0.0379,0,0.385,0.587,164.145,3
One Direction,Olivia,62,177973,0.64,0.681,6,-5.362,1,0.0334,0.0438,0,0.166,0.676,118.062,4
One Direction,What a Feeling,62,200533,0.678,0.869,0,-4.345,0,0.0461,0.149,0,0.0593,0.882,123.964,4
One Direction,Love You Goodbye,67,196933,0.546,0.657,1,-4.787,1,0.0332,0.0928,0,0.119,0.361,133.188,4
One Direction,I Want to Write You a Song,61,179013,0.714,0.443,5,-7.638,1,0.0256,0.779,0.000109,0.144,0.463,106.038,4
One Direction,Temporary Fix,60,175013,0.556,0.902,4,-5.143,1,0.0449,9.17e-05,0,0.0888,0.96,145.914,4
One Direction,Walking in the Wind,59,202640,0.687,0.447,8,-6.586,1,0.0486,0.0829,0,0.0878,0.501,114.578,4
One Direction,Wolves,61,241533,0.627,0.818,5,-4.243,1,0.057,0.114,0,0.0504,0.527,123.456,4
One Direction,A.M.,65,209040,0.586,0.527,3,-4.905,1,0.0309,0.227,0,0.0963,0.506,141.839,4
One Direction,History,72,187426,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,4
Alan Walker,Alone,15,161144,0.671,0.924,10,-3.239,1,0.0529,0.196,0.000214,0.12,0.17,97.012,4
John Legend,Love Me Now,67,210293,0.488,0.762,8,-3.842,1,0.0865,0.591,0,0.0763,0.709,123.889,4
Martin Garrix,In the Name of Love,82,195706,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,4
Imagine Dragons,Believer,23,203782,0.772,0.775,10,-4.388,0,0.112,0.0417,0,0.226,0.748,124.978,4
The Chainsmokers,Paris,78,221520,0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,4
